60334;1
58840;1
59785;1
60478;1
60433;1
59758;1
59614;1
60163;1
59884;1
61594;1
59785;1
60001;1
60541;1
60577;1
60325;1
60442;1
60361;1
59416;1
60199;1
60811;1
60577;1
59776;1
59758;1
59074;1
60631;1
59974;1
59929;1
60208;1
59542;1
58219;1
60595;1
60595;1
60595;1
59893;1
59686;1
59812;1
59803;1
59659;1
60046;1
60622;1
60784;1
59506;1
61198;1
59749;1
60757;1
60973;1
60586;1
61846;1
59596;1
60838;1
60955;1
59713;1
60595;1
59218;1
60109;1
59884;1
60586;1
60325;1
60730;1
61099;1
61018;1
59677;1
59047;1
61099;1
59794;1
59722;1
59866;1
60955;1
60649;1
61270;1
62251;1
60316;1
59857;1
60370;1
59713;1
60604;1
61603;1
60082;1
61792;1
60667;1
59434;1
60262;1
60658;1
59884;1
59830;1
59785;1
59479;1
60424;1
61144;1
59398;1
59857;1
60217;1
60019;1
59956;1
59938;1
60613;1
59461;1
60280;1
59902;1
59965;1
60253;1
59749;1
61180;1
61081;1
59713;1
60217;1
60253;1
60433;1
59452;1
59731;1
59929;1
60937;1
59740;1
61189;1
59983;1
60370;1
59920;1
60091;1
61000;1
61612;1
59857;1
60262;1
59380;1
60757;1
59803;1
61918;1
60019;1
59461;1
57967;1
61063;1
59488;1
60073;1
60109;1
59434;1
59866;1
60208;1
59758;1
62269;1
60064;1
59299;1
61117;1
59371;1
60181;1
61000;1
60982;1
60298;1
60739;1
60523;1
59974;1
59884;1
59911;1
60712;1
59983;1
58615;1
59722;1
60559;1
60199;1
60829;1
58939;1
61477;1
60334;1
60388;1
60622;1
61414;1
61441;1
61072;1
59911;1
60667;1
61900;1
59560;1
58291;1
60505;1
60640;1
61396;1
59236;1
59650;1
58813;1
60784;1
59443;1
59506;1
59857;1
60190;1
60748;1
60406;1
59623;1
59659;1
60460;1
61594;1
59812;1
60883;1
61891;1
60883;1
60469;1
59704;1
61315;1
59947;1
60145;1
60010;1
60685;1
59731;1
59992;1
60190;1
59128;1
61522;1
59830;1
59677;1
59569;1
59866;1
58453;1
59938;1
60316;1
60802;1
60352;1
59425;1
59389;1
60730;1
60073;1
60271;1
59911;1
59785;1
61018;1
61099;1
60055;1
60613;1
59884;1
59191;1
61369;1
59749;1
60451;1
61297;1
59524;1
60586;1
60253;1
61459;1
61045;1
61135;1
59506;1
59821;1
60685;1
60640;1
61333;1
60154;1
59515;1
60640;1
60766;1
61504;1
59659;1
59668;1
59002;1
60280;1
61279;1
60451;1
59947;1
61072;1
60568;1
59947;1
59983;1
59866;1
60847;1
60667;1
59911;1
60379;1
60811;1
60244;1
58885;1
60703;1
61207;1
61792;1
60568;1
59668;1
59830;1
59569;1
60703;1
61648;1
60199;1
61801;1
60658;1
59092;1
60352;1
59713;1
58912;1
60082;1
60802;1
60406;1
60109;1
59479;1
61243;1
59947;1
60064;1
60235;1
59344;1
59461;1
59947;1
61117;1
60397;1
58507;1
60415;1
61540;1
60694;1
61009;1
60208;1
60172;1
60496;1
59731;1
60280;1
60442;1
59911;1
60397;1
59767;1
60874;1
61009;1
60640;1
60631;1
61018;1
59992;1
60910;1
60568;1
59965;1
60640;1
58948;1
60199;1
61522;1
60208;1
60514;1
61144;1
60460;1
60199;1
59416;1
59767;1
60370;1
60991;1
59866;1
59821;1
59929;1
58327;1
59200;1
60460;1
60181;1
61396;1
59992;1
59740;1
60415;1
60388;1
58984;1
59425;1
60397;1
59605;1
60793;1
59839;1
60145;1
61378;1
60505;1
61108;1
60163;1
60370;1
60082;1
60676;1
60568;1
59713;1
61000;1
58723;1
60361;1
60577;1
59551;1
60424;1
60379;1
60910;1
60352;1
60649;1
60658;1
60397;1
60244;1
59083;1
60811;1
61099;1
59542;1
60838;1
60415;1
59974;1
60928;1
60775;1
59407;1
59605;1
60226;1
59452;1
59605;1
60541;1
59632;1
60145;1
60145;1
60046;1
60154;1
59569;1
60361;1
59722;1
60469;1
60694;1
59560;1
59299;1
59416;1
59623;1
60235;1
60217;1
59794;1
59794;1
59182;1
59965;1
60694;1
61216;1
60667;1
61117;1
60442;1
59857;1
60262;1
60460;1
60586;1
60973;1
60613;1
60280;1
60406;1
59101;1
59983;1
60928;1
58804;1
61018;1
61126;1
61036;1
60703;1
60064;1
60145;1
61468;1
60235;1
61198;1
60811;1
59182;1
59317;1
59713;1
59659;1
58471;1
59317;1
61801;1
60172;1
59983;1
60451;1
59866;1
59965;1
59614;1
61117;1
60019;1
60658;1
59929;1
60028;1
61045;1
59389;1
60451;1
60190;1
60964;1
60361;1
60757;1
59263;1
59929;1
60829;1
60073;1
61045;1
59326;1
60487;1
60514;1
59623;1
60559;1
60343;1
60064;1
60865;1
59038;1
60082;1
60046;1
59911;1
59623;1
61225;1
60640;1
59920;1
60442;1
60478;1
60100;1
60109;1
61315;1
60577;1
60649;1
59551;1
59362;1
60325;1
60847;1
60694;1
59794;1
59749;1
60370;1
58894;1
60451;1
60487;1
62143;1
61189;1
60568;1
61423;1
61000;1
60523;1
60703;1
60631;1
60307;1
60235;1
59344;1
60442;1
60217;1
59830;1
61036;1
61036;1
60460;1
59992;1
61171;1
60127;1
61612;1
61450;1
60424;1
60946;1
60775;1
58768;1
60118;1
58885;1
61027;1
60748;1
60721;1
59425;1
59956;1
59209;1
60595;1
60982;1
60766;1
60550;1
60298;1
59650;1
60928;1
59695;1
60514;1
60199;1
60190;1
60082;1
58984;1
59785;1
60514;1
59947;1
60550;1
60910;1
61072;1
60370;1
61108;1
60586;1
59875;1
59407;1
60091;1
60082;1
59938;1
60334;1
61540;1
60109;1
59983;1
59497;1
60307;1
59389;1
60433;1
59542;1
61261;1
59542;1
59470;1
59389;1
61612;1
58894;1
61036;1
60433;1
61000;1
61603;1
61333;1
60136;1
59875;1
61387;1
60586;1
60658;1
60676;1
60253;1
61729;1
61063;1
60676;1
59380;1
60739;1
60559;1
60721;1
60001;1
61171;1
60028;1
59830;1
60847;1
60244;1
59659;1
59992;1
59893;1
60253;1
59938;1
59335;1
61621;1
61189;1
60028;1
59074;1
59299;1
60469;1
59470;1
61657;1
60091;1
60937;1
59839;1
60370;1
60928;1
61342;1
59929;1
59389;1
59443;1
60541;1
60091;1
59551;1
61243;1
61297;1
58822;1
60127;1
60010;1
60667;1
59299;1
60163;1
59866;1
60730;1
60712;1
60721;1
60136;1
60352;1
59686;1
60163;1
60316;1
60280;1
60703;1
60640;1
60532;1
61054;1
60478;1
59857;1
60667;1
61171;1
60073;1
61009;1
60676;1
59389;1
60514;1
60928;1
59398;1
59191;1
60694;1
59884;1
61846;1
59758;1
59560;1
59920;1
59632;1
60820;1
60937;1
59335;1
60046;1
61351;1
60208;1
60415;1
59803;1
59947;1
60568;1
60991;1
60631;1
60577;1
60910;1
59965;1
61657;1
61729;1
60460;1
60631;1
60811;1
59740;1
60784;1
58759;1
60856;1
60370;1
59740;1
60784;1
60244;1
59920;1
60802;1
61297;1
60019;1
59677;1
60631;1
60721;1
61900;1
60127;1
59218;1
59920;1
59029;1
60757;1
60955;1
60298;1
61468;1
59416;1
61333;1
60271;1
60577;1
61351;1
61495;1
60676;1
60514;1
60487;1
60694;1
60568;1
60640;1
60316;1
59767;1
60568;1
59560;1
60685;1
59785;1
60667;1
60118;1
59857;1
59488;1
60676;1
59236;1
58975;1
60586;1
60397;1
60055;1
59551;1
60802;1
60667;1
60442;1
60523;1
60217;1
59083;1
60019;1
60388;1
60100;1
60739;1
59713;1
59623;1
60073;1
59407;1
61000;1
61387;1
60064;1
60784;1
60784;1
60415;1
60280;1
61495;1
60586;1
61225;1
60460;1
61288;1
59776;1
59857;1
60424;1
59641;1
61558;1
59173;1
60073;1
59956;1
60406;1
59218;1
59515;1
59326;1
60406;1
60325;1
60523;1
61117;1
59686;1
61360;1
61324;1
60082;1
59776;1
60757;1
60334;1
59596;1
60478;1
58885;1
60217;1
61540;1
62764;1
61486;1
60505;1
61009;1
60028;1
61603;1
60352;1
59965;1
60199;1
59812;1
60325;1
61162;1
60964;1
61216;1
60091;1
59677;1
59038;1
59902;1
59488;1
60901;1
59992;1
60757;1
59308;1
59506;1
59866;1
61018;1
61594;1
60847;1
59686;1
60082;1
59785;1
60478;1
61459;1
59299;1
59443;1
59947;1
60775;1
61612;1
60829;1
60541;1
60379;1
60388;1
60622;1
60685;1
60208;1
60685;1
60370;1
60577;1
60271;1
60568;1
60001;1
60082;1
60361;1
61036;1
60460;1
60766;1
60937;1
60550;1
60280;1
59560;1
60631;1
60145;1
60388;1
59884;1
61162;1
60415;1
59326;1
60172;1
60028;1
60307;1
60811;1
59083;1
60352;1
59317;1
60226;1
61180;1
61153;1
61081;1
60271;1
60010;1
59497;1
60901;1
59956;1
59533;1
60019;1
60424;1
60685;1
60091;1
61225;1
62557;1
61540;1
60901;1
61630;1
60199;1
59263;1
59497;1
60937;1
60145;1
60811;1
61243;1
59335;1
58669;1
60010;1
61135;1
59875;1
61531;1
60559;1
60685;1
61315;1
59758;1
60442;1
61486;1
60208;1
59506;1
59974;1
61297;1
60415;1
58948;1
59110;1
60685;1
60577;1
60838;1
59254;1
61108;1
60820;1
61234;1
59578;1
60082;1
61018;1
59758;1
61063;1
60037;1
60019;1
60109;1
60460;1
60226;1
60964;1
60505;1
59911;1
61351;1
59551;1
60748;1
60055;1
60829;1
59632;1
59749;1
60136;1
59650;1
60595;1
59974;1
59947;1
60550;1
59353;1
60316;1
60136;1
59866;1
59794;1
59866;1
60109;1
61117;1
59191;1
60253;1
62143;1
60730;1
59209;1
60181;1
59803;1
60748;1
60262;1
59929;1
61432;1
60361;1
60271;1
60019;1
61504;1
59785;1
59434;1
58840;1
60721;1
60244;1
60730;1
60460;1
59533;1
60226;1
60505;1
61234;1
60127;1
60964;1
60073;1
58813;1
60631;1
60649;1
59452;1
61225;1
59785;1
61117;1
61189;1
60082;1
60469;1
60010;1
58408;1
58444;1
60676;1
61297;1
60451;1
60280;1
60163;1
61072;1
60334;1
60568;1
59911;1
59947;1
59650;1
58786;1
60325;1
61900;1
60253;1
59992;1
59812;1
61189;1
60037;1
60118;1
59380;1
60010;1
60604;1
60361;1
60298;1
60703;1
60694;1
61774;1
59407;1
60172;1
61045;1
60559;1
59893;1
60883;1
59137;1
61090;1
59524;1
61180;1
59470;1
60820;1
60739;1
60091;1
60262;1
60352;1
60163;1
61117;1
59146;1
60388;1
59776;1
61630;1
60010;1
60694;1
59803;1
60082;1
59317;1
60379;1
60901;1
60946;1
59839;1
60379;1
58975;1
60766;1
60541;1
60172;1
59965;1
59992;1
60901;1
60019;1
60199;1
60100;1
60577;1
60307;1
59911;1
61153;1
59200;1
60676;1
60226;1
60676;1
61477;1
59497;1
60631;1
60352;1
59893;1
60766;1
60064;1
60451;1
59317;1
61666;1
59632;1
59884;1
59677;1
60604;1
61243;1
59497;1
59695;1
60289;1
59884;1
60028;1
60271;1
61207;1
59002;1
59857;1
61378;1
59470;1
60325;1
59992;1
60919;1
59983;1
59074;1
61774;1
59695;1
61927;1
60505;1
60199;1
60595;1
60469;1
60919;1
61351;1
59686;1
60640;1
59776;1
60370;1
60460;1
61234;1
60613;1
59281;1
59785;1
58984;1
61063;1
59821;1
59794;1
60289;1
60991;1
59371;1
61072;1
59605;1
60064;1
60649;1
61387;1
60856;1
59407;1
59758;1
59569;1
60100;1
59677;1
60910;1
60082;1
59533;1
61459;1
59416;1
58615;1
59461;1
60172;1
60586;1
59560;1
60379;1
61072;1
61495;1
60136;1
60289;1
60469;1
58651;1
60820;1
60784;1
60631;1
59641;1
59668;1
60082;1
60811;1
60127;1
60073;1
61576;1
60775;1
59785;1
59299;1
59821;1
60838;1
61972;1
59821;1
60244;1
59803;1
61711;1
60640;1
60019;1
60451;1
59470;1
58939;1
59794;1
60361;1
60676;1
59875;1
60406;1
59749;1
60928;1
60109;1
60523;1
60235;1
59641;1
59776;1
61207;1
59794;1
60685;1
59416;1
59992;1
61144;1
60550;1
60442;1
60379;1
59443;1
61018;1
61036;1
59515;1
59470;1
59407;1
58822;1
60433;1
59218;1
60073;1
60361;1
60028;1
60082;1
59551;1
60208;1
59848;1
60379;1
59290;1
60631;1
60892;1
60955;1
60406;1
60343;1
60379;1
60676;1
61018;1
60289;1
59236;1
59875;1
60028;1
60379;1
60325;1
60199;1
60874;1
59677;1
59542;1
58894;1
60100;1
60982;1
60775;1
59587;1
58867;1
58894;1
61396;1
60703;1
59875;1
60874;1
60793;1
60811;1
59083;1
60442;1
59749;1
60217;1
60361;1
59821;1
60748;1
59794;1
59569;1
61198;1
60703;1
61144;1
61711;1
60955;1
59695;1
60442;1
59641;1
60892;1
61351;1
59992;1
59641;1
62107;1
59803;1
62071;1
61126;1
59848;1
59326;1
60532;1
60892;1
59515;1
60370;1
60307;1
59803;1
60352;1
60730;1
61297;1
59812;1
59443;1
60190;1
61027;1
60415;1
59398;1
61891;1
60478;1
59578;1
60883;1
61747;1
62125;1
61540;1
61441;1
60307;1
61477;1
60838;1
59893;1
60550;1
60739;1
60550;1
59119;1
61504;1
60928;1
60811;1
60424;1
59929;1
60856;1
60127;1
60622;1
59785;1
59470;1
59965;1
60001;1
60037;1
61297;1
60262;1
61243;1
60424;1
61270;1
60478;1
59614;1
59614;1
60640;1
59983;1
60550;1
59488;1
61027;1
58507;1
60478;1
59965;1
59938;1
60892;1
61432;1
59668;1
59911;1
60721;1
60910;1
60226;1
60505;1
59830;1
60847;1
59929;1
58930;1
60829;1
60559;1
60361;1
61477;1
60865;1
59371;1
60289;1
61792;1
58921;1
60793;1
59605;1
60667;1
60649;1
60649;1
59857;1
59488;1
61000;1
59398;1
61234;1
59902;1
60262;1
59695;1
60559;1
60091;1
59497;1
59209;1
60037;1
59578;1
59929;1
60658;1
60136;1
60874;1
60370;1
60181;1
59830;1
61693;1
60280;1
61576;1
60559;1
60811;1
60748;1
61603;1
58786;1
61036;1
59992;1
59551;1
60424;1
60604;1
61324;1
60145;1
60991;1
60064;1
60658;1
59227;1
61459;1
60361;1
59209;1
60235;1
60442;1
60604;1
61000;1
61666;1
60217;1
60190;1
59362;1
61711;1
60496;1
60586;1
60937;1
60901;1
61342;1
59038;1
60514;1
61792;1
60253;1
60127;1
59308;1
60829;1
61522;1
61405;1
60316;1
59713;1
59992;1
60316;1
60415;1
60469;1
59605;1
60550;1
59245;1
59110;1
59353;1
61288;1
60451;1
61099;1
60568;1
61882;1
58993;1
59974;1
59974;1
59668;1
59452;1
60703;1
61045;1
59533;1
59704;1
59920;1
59398;1
59119;1
61306;1
59938;1
61171;1
60379;1
59344;1
59668;1
59470;1
61009;1
60946;1
60550;1
60514;1
60559;1
60901;1
61900;1
60064;1
60721;1
59974;1
61306;1
59497;1
61072;1
61135;1
60325;1
62413;1
60280;1
59974;1
59227;1
61387;1
61567;1
60550;1
59398;1
60424;1
60730;1
60199;1
59920;1
60388;1
60199;1
61441;1
59695;1
59839;1
61000;1
60316;1
59515;1
59443;1
60325;1
60568;1
61288;1
60964;1
60433;1
59227;1
60208;1
60163;1
60307;1
59803;1
59380;1
59272;1
61567;1
59677;1
60154;1
60397;1
59659;1
59416;1
59578;1
60307;1
59398;1
59497;1
59164;1
60361;1
61324;1
59614;1
60172;1
60505;1
60352;1
60208;1
59812;1
59128;1
59371;1
59947;1
60217;1
60046;1
60172;1
59938;1
59686;1
59839;1
60145;1
59848;1
61468;1
60127;1
61900;1
60415;1
60253;1
60469;1
59488;1
60568;1
59425;1
59839;1
60532;1
60019;1
60280;1
59263;1
59803;1
60055;1
60865;1
60145;1
60064;1
59326;1
59641;1
60712;1
59470;1
60631;1
60244;1
59929;1
60433;1
60604;1
59578;1
61135;1
60685;1
59965;1
60289;1
60469;1
61801;1
60730;1
61432;1
59884;1
59659;1
60100;1
60343;1
59074;1
60028;1
60280;1
60073;1
58912;1
61117;1
60730;1
60991;1
60622;1
58516;1
61216;1
61387;1
60307;1
60082;1
60946;1
60253;1
60208;1
60568;1
60811;1
60307;1
59218;1
61027;1
61666;1
60568;1
59056;1
60280;1
60406;1
60604;1
61279;1
61261;1
61315;1
60163;1
60505;1
60667;1
60730;1
60667;1
59641;1
60559;1
61702;1
59866;1
60190;1
61252;1
59335;1
61144;1
60253;1
59866;1
60397;1
59326;1
59389;1
60748;1
61270;1
61396;1
59425;1
59236;1
59443;1
59866;1
59713;1
58975;1
60388;1
60793;1
59785;1
61684;1
59209;1
59695;1
60091;1
61648;1
60667;1
59596;1
60370;1
60199;1
60136;1
60469;1
60631;1
59659;1
59263;1
60226;1
60136;1
59488;1
60919;1
60721;1
59569;1
61891;1
58390;1
59938;1
60460;1
60631;1
61531;1
60496;1
60136;1
58903;1
60082;1
60379;1
60874;1
60046;1
59713;1
59443;1
60424;1
59848;1
61585;1
61297;1
60073;1
60388;1
60208;1
60172;1
60442;1
60505;1
59308;1
61351;1
59992;1
61522;1
60253;1
59713;1
60928;1
59164;1
61360;1
60253;1
61117;1
60046;1
60334;1
59443;1
60163;1
61072;1
61072;1
61243;1
61108;1
60352;1
60343;1
61531;1
61396;1
60127;1
60271;1
60352;1
60856;1
61288;1
61225;1
59488;1
60190;1
58894;1
60721;1
59668;1
59884;1
60028;1
60010;1
60388;1
60379;1
59785;1
61540;1
60901;1
60874;1
60001;1
60415;1
60901;1
60397;1
60946;1
59299;1
61468;1
61639;1
60739;1
60946;1
61531;1
60505;1
60910;1
61162;1
60370;1
59542;1
60181;1
59533;1
60550;1
60433;1
59623;1
60370;1
60055;1
61441;1
60694;1
60964;1
60163;1
61414;1
58894;1
60397;1
60253;1
59488;1
59407;1
59983;1
60496;1
60064;1
61261;1
60532;1
59344;1
60559;1
61234;1
60100;1
60667;1
60415;1
58138;1
59461;1
58534;1
60298;1
59218;1
60253;1
61972;1
59038;1
60586;1
60838;1
58615;1
60937;1
59380;1
61180;1
60514;1
58651;1
61135;1
59974;1
60613;1
59110;1
61414;1
60127;1
60244;1
60730;1
61153;1
59047;1
60568;1
60217;1
61603;1
60064;1
61135;1
60091;1
60307;1
59470;1
60316;1
61171;1
60694;1
59164;1
59092;1
59398;1
59173;1
60406;1
61792;1
60145;1
59911;1
59407;1
60271;1
59893;1
60019;1
58705;1
60208;1
60208;1
60892;1
59992;1
59290;1
60703;1
60577;1
59956;1
58840;1
60343;1
59659;1
61207;1
60352;1
60811;1
59614;1
61126;1
61090;1
59920;1
60154;1
61603;1
59704;1
61207;1
59164;1
60271;1
60433;1
59965;1
60010;1
59497;1
59839;1
60298;1
58795;1
60415;1
61243;1
60244;1
61558;1
60487;1
60919;1
60334;1
59515;1
60730;1
59911;1
60172;1
60262;1
60784;1
60019;1
59767;1
61036;1
60676;1
60613;1
59092;1
60280;1
59731;1
60118;1
61234;1
59623;1
59389;1
58984;1
60973;1
59506;1
60766;1
60793;1
61261;1
60847;1
60928;1
60082;1
60046;1
59992;1
60271;1
60379;1
59407;1
59101;1
58858;1
60433;1
59911;1
58606;1
60280;1
61234;1
60271;1
61774;1
60712;1
61810;1
60145;1
60604;1
59245;1
60730;1
60370;1
60667;1
61135;1
60676;1
59776;1
60829;1
58552;1
58831;1
61783;1
60928;1
58579;1
60118;1
60784;1
59785;1
61612;1
58750;1
59884;1
60370;1
60793;1
61243;1
60028;1
59533;1
60118;1
60613;1
58813;1
60559;1
59299;1
60973;1
59128;1
60919;1
59524;1
61324;1
59020;1
61216;1
59614;1
60001;1
60262;1
59425;1
59200;1
59758;1
59317;1
60289;1
60262;1
58849;1
59245;1
60136;1
59956;1
60523;1
60190;1
59515;1
60910;1
59866;1
59767;1
60505;1
60127;1
61396;1
59461;1
60856;1
59992;1
60145;1
60541;1
60325;1
61477;1
61000;1
59947;1
59758;1
59047;1
60253;1
59110;1
59236;1
61090;1
59434;1
59272;1
59767;1
60316;1
60595;1
60928;1
61009;1
59983;1
60622;1
61648;1
60838;1
59875;1
61063;1
59362;1
59353;1
59029;1
60028;1
59794;1
60136;1
59875;1
60748;1
61540;1
60514;1
60199;1
59425;1
58948;1
60163;1
60829;1
59866;1
60442;1
60937;1
59938;1
60019;1
60172;1
60991;1
61423;1
61468;1
58642;1
60172;1
60235;1
60955;1
61144;1
60856;1
60415;1
61180;1
59272;1
60883;1
59983;1
60550;1
60100;1
60361;1
60298;1
60019;1
59704;1
61333;1
59839;1
60037;1
59632;1
61918;1
60829;1
59002;1
60406;1
60640;1
60397;1
61297;1
60901;1
60955;1
59137;1
60874;1
60307;1
59749;1
59407;1
60091;1
59722;1
60784;1
59929;1
59947;1
60766;1
59443;1
59668;1
60550;1
59893;1
60190;1
60829;1
60811;1
60712;1
60586;1
59947;1
60442;1
60109;1
60829;1
61144;1
61828;1
60667;1
59722;1
59236;1
60793;1
61360;1
59479;1
59425;1
62143;1
60820;1
60487;1
60271;1
59650;1
60262;1
60748;1
60442;1
59740;1
59965;1
59956;1
61702;1
60163;1
60136;1
60721;1
59893;1
60109;1
59794;1
59695;1
60154;1
60271;1
60505;1
58912;1
59920;1
60298;1
58696;1
60505;1
60379;1
59713;1
60280;1
59794;1
59767;1
58606;1
60280;1
59056;1
60883;1
60586;1
61342;1
60379;1
60172;1
60739;1
60010;1
59758;1
60343;1
60748;1
59623;1
61162;1
61036;1
61009;1
59551;1
59326;1
61540;1
59965;1
60487;1
60667;1
60559;1
59659;1
59371;1
59839;1
60163;1
60937;1
60343;1
59173;1
59938;1
61342;1
60460;1
59074;1
59812;1
60262;1
61567;1
60649;1
61342;1
59776;1
59704;1
60559;1
60532;1
58894;1
61243;1
60856;1
61198;1
60361;1
60109;1
60289;1
60793;1
60586;1
60109;1
61207;1
60505;1
59506;1
59263;1
59452;1
59380;1
58921;1
60388;1
60037;1
60271;1
59380;1
60064;1
60415;1
60208;1
60586;1
60766;1
60559;1
60829;1
59299;1
61693;1
60820;1
60901;1
59587;1
58246;1
61432;1
58849;1
60910;1
60415;1
59686;1
60046;1
58633;1
60694;1
60262;1
59182;1
59101;1
60622;1
61450;1
60109;1
62089;1
60586;1
60640;1
60640;1
59164;1
58984;1
60460;1
60181;1
60244;1
59506;1
60478;1
60037;1
61432;1
59911;1
60334;1
61108;1
59398;1
61288;1
59965;1
60667;1
61072;1
60190;1
60838;1
60127;1
58120;1
60532;1
59893;1
60046;1
60271;1
61261;1
59173;1
59830;1
61495;1
60523;1
59605;1
60298;1
60451;1
58975;1
59812;1
60820;1
59434;1
59902;1
61090;1
60271;1
59578;1
60433;1
60883;1
60622;1
59236;1
60154;1
60532;1
59956;1
60118;1
61045;1
61342;1
60145;1
59038;1
59578;1
60388;1
61036;1
58579;1
59551;1
59551;1
59956;1
59677;1
60739;1
59929;1
60784;1
60784;1
60559;1
59641;1
60541;1
60280;1
60982;1
60433;1
59947;1
60172;1
59659;1
60775;1
60118;1
61639;1
60676;1
60199;1
59839;1
60082;1
59371;1
61081;1
60388;1
59749;1
59326;1
60325;1
60514;1
60406;1
60892;1
61585;1
60730;1
60433;1
60451;1
60037;1
59695;1
60091;1
59884;1
59956;1
60973;1
60145;1
60550;1
60739;1
60010;1
60784;1
58921;1
61099;1
60388;1
61702;1
60433;1
60856;1
60550;1
61009;1
60244;1
60370;1
60046;1
60577;1
60424;1
60334;1
58219;1
60478;1
60685;1
61801;1
60658;1
60001;1
60199;1
60847;1
60955;1
59722;1
60361;1
60604;1
59443;1
60415;1
60532;1
59965;1
59596;1
60361;1
60370;1
60154;1
60883;1
59407;1
59929;1
59488;1
60055;1
59650;1
60829;1
59560;1
60748;1
59632;1
59803;1
59785;1
60676;1
61054;1
60478;1
59920;1
60937;1
61000;1
60001;1
60064;1
59776;1
60532;1
61369;1
60127;1
59416;1
61855;1
60199;1
60703;1
59731;1
61261;1
61189;1
60838;1
60415;1
60856;1
59749;1
59722;1
60919;1
60532;1
59632;1
59227;1
60325;1
60415;1
60901;1
60136;1
60460;1
60154;1
59839;1
59947;1
60064;1
60037;1
59569;1
61153;1
60694;1
60154;1
60694;1
60595;1
62044;1
61117;1
60577;1
60091;1
59938;1
59965;1
61207;1
59326;1
60982;1
60415;1
59920;1
60550;1
60982;1
59938;1
61468;1
60568;1
61459;1
59893;1
60181;1
60640;1
60586;1
61171;1
60703;1
60127;1
59812;1
59641;1
60100;1
59866;1
59803;1
61369;1
60928;1
61081;1
60892;1
60334;1
60172;1
60847;1
60199;1
60433;1
59758;1
60208;1
60127;1
59767;1
59884;1
59164;1
60451;1
61018;1
61216;1
60802;1
60091;1
60280;1
60271;1
59740;1
60649;1
60820;1
60478;1
60010;1
60127;1
60559;1
61306;1
59812;1
60271;1
60406;1
59686;1
60217;1
61720;1
59830;1
60379;1
61189;1
60892;1
59740;1
62080;1
60757;1
59992;1
59218;1
60262;1
60865;1
58759;1
60838;1
60262;1
59560;1
60811;1
60388;1
60136;1
60127;1
60667;1
61018;1
60415;1
60073;1
61297;1
59479;1
60226;1
60595;1
60955;1
59974;1
61018;1
60199;1
60217;1
61009;1
61747;1
59731;1
60847;1
59227;1
59623;1
60856;1
61630;1
61297;1
58246;1
61324;1
60064;1
59398;1
59893;1
61477;1
61477;1
59479;1
59425;1
60712;1
60325;1
59803;1
61504;1
61567;1
60217;1
60145;1
60262;1
60037;1
61234;1
60784;1
61153;1
60307;1
60415;1
59659;1
59623;1
60667;1
59686;1
59929;1
59821;1
60469;1
60406;1
60694;1
61234;1
60658;1
59515;1
59722;1
61783;1
61270;1
60514;1
60649;1
60010;1
59164;1
59866;1
60109;1
60298;1
60739;1
59524;1
60757;1
60388;1
60181;1
60100;1
59470;1
60037;1
61549;1
61288;1
60568;1
60505;1
59614;1
59281;1
61810;1
60685;1
59254;1
59947;1
59830;1
61630;1
60559;1
60100;1
60604;1
61126;1
61243;1
58705;1
60541;1
59443;1
59173;1
60892;1
60343;1
60577;1
59515;1
61783;1
60685;1
60838;1
59731;1
61630;1
61207;1
59776;1
60001;1
60982;1
61207;1
59245;1
60019;1
59245;1
60145;1
59650;1
60055;1
60298;1
59038;1
59461;1
60082;1
59245;1
58813;1
60901;1
59668;1
59785;1
60199;1
60739;1
59794;1
60001;1
59848;1
60172;1
61126;1
60712;1
59965;1
61117;1
60352;1
60523;1
60712;1
60370;1
60802;1
60289;1
59353;1
59560;1
60676;1
60595;1
59506;1
60658;1
60523;1
62071;1
61630;1
59254;1
60136;1
59380;1
59506;1
60208;1
59533;1
59857;1
59695;1
61135;1
59065;1
60613;1
59326;1
59929;1
60406;1
59452;1
60469;1
59659;1
60109;1
59794;1
59704;1
60397;1
61630;1
60136;1
60244;1
61315;1
60361;1
60154;1
60298;1
60181;1
60478;1
59605;1
60316;1
61837;1
60973;1
60037;1
60181;1
59704;1
58813;1
59632;1
59731;1
59929;1
59533;1
59416;1
59155;1
59371;1
59425;1
60361;1
60127;1
60451;1
61000;1
60955;1
59803;1
60262;1
59551;1
61612;1
60145;1
62017;1
60523;1
61909;1
60532;1
61063;1
62269;1
59551;1
61810;1
59731;1
59209;1
60118;1
59830;1
61108;1
60631;1
61936;1
61396;1
60019;1
60406;1
59146;1
61603;1
59083;1
61189;1
60343;1
59407;1
59875;1
60406;1
58579;1
59983;1
60937;1
59857;1
60550;1
60721;1
61684;1
60595;1
61027;1
60226;1
60847;1
59209;1
60703;1
59506;1
60595;1
58885;1
60739;1
60019;1
59173;1
60136;1
59119;1
59659;1
60865;1
59443;1
60019;1
60658;1
60721;1
61927;1
59902;1
59569;1
59164;1
59821;1
59650;1
61045;1
59173;1
60820;1
60451;1
59686;1
59920;1
59722;1
59722;1
61513;1
59605;1
60676;1
59947;1
60046;1
60559;1
60325;1
60262;1
61153;1
59614;1
60028;1
61423;1
58480;1
60748;1
60982;1
60397;1
59893;1
60181;1
60982;1
59938;1
60685;1
59722;1
60910;1
61216;1
61198;1
60568;1
60568;1
60487;1
59758;1
60532;1
60406;1
60388;1
61216;1
61126;1
62044;1
